01	02	03	04	05	06	07	08	09	10	11	12	Only identified by site	Reverse	Potential contaminant	t-test Significantcon_2d	t-test Significantcon_4d	matrix31	Q-value	Intensity	MS/MS Count	-Log t-test p-valuecon_2d	t-test Differencecon_2d	-Log t-test p-valuecon_4d	t-test Differencecon_4d	Test statistic_	Protein IDs	Majority protein IDs	Protein names	Gene names
-0.2698498	-1.735386	-0.3220387	-0.1732483	-0.1217194	-0.9555092	-1.463446	-0.3336487	0.01464653	-2.037853	-1.082949	-5.456425							0	1199900000	14	0.0694544424447937	0.0934500694274902	0.573246289535562	1.5155143737793	0.676846023161179	A0A0A0MXW3;P0C0S7;D4AEC0	A0A0A0MXW3;P0C0S7;D4AEC0	Histone H2A.Z;Histone H2A	H2afz;H2afv
1.653414	2.078493	0.9314098	1.390142	1.255848	1.517338	1.319729	1.57461	1.049263	0.9191189	2.132305	0.6977024							0	5316600000	41	0.145565665719143	0.0964837074279785	0.335188962189298	0.313767433166504	0.224187186965017	F1LRS8;A0A0A0MXX0	F1LRS8;A0A0A0MXX0		Cd2ap
1.579977	2.105289	1.486254	2.212658	1.898834	1.509914	2.043688	2.542124	0.3740902	1.004406	1.73513	1.641367							0	6381400000	47	0.21697714357223	-0.152595520019531	0.912877218300429	0.657296180725098	0.481366634983751	D4A1J4;A0A0A0MXX5	D4A1J4;A0A0A0MXX5	3-hydroxybutyrate dehydrogenase type 2	Bdh2
-2.778028	-2.637453	-1.949472	-1.710417	-2.426516	-1.999111	-2.295227	-1.950705	-2.878481	-2.636066	-2.438953	-2.572519							0	400230000	6	0.134076841849547	-0.100953102111816	0.627015876133972	0.362662315368652	0.28433792610129	D3ZYR1;A0A0A0MXX8	D3ZYR1;A0A0A0MXX8	FCH domain only protein 2	Fcho2
0.107769	-0.2443981	-1.014206	2.339809	-0.02191544	0.933857	0.7167206	0.9547672	0.559412	-0.3628826	1.67606	-0.09609413							0	3161200000	28	0.179950163128395	-0.348613739013672	0.0611403944603597	-0.146880149841309	-0.0793415180686023	P70584;A0A0A0MY00	P70584;A0A0A0MY00	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	Acadsb
5.710812	4.494225	4.332268	5.094732	5.098822	5.380394	5.286844	5.429152	5.37627	4.564344	5.349947	4.82653							0	73326000000	352	0.56740406617976	-0.390793800354004	0.121680792257232	-0.121263980865479	-0.088370781736973	Q66HD0;A0A0A0MY09;A0A0G2K4I4	Q66HD0;A0A0A0MY09;A0A0G2K4I4	Endoplasmin	Hsp90b1
1.428209	0.429348	1.977097	1.838285	2.092285	1.987875	1.954187	2.244135	1.166786	1.087997	2.48168	1.551205							0	6402800000	57	0.932819351765933	-0.65138578414917	0.121107372366044	-0.153682231903076	-0.104280316558295	A0A0A0MY49;P39052;A0A0A0MY48;Q08877;P21575;D3ZQQ5	A0A0A0MY49;P39052;A0A0A0MY48	Dynamin-2	Dnm2
2.702103	0.03783417	1.373671	4.102987	1.047905	2.188625	2.433258	2.446398	0.3416462	1.63089	3.040775	1.090685							0	10502000000	39	0.00902492603146469	0.0251021385192871	0.200297622004742	0.528149604797363	0.258568730854279	P80254;A0A0F7RQJ6	P80254;A0A0F7RQJ6	D-dopachrome decarboxylase	Ddt
3.564762	-1.79249	-1.724329	3.154037	1.486135	2.131027	1.212288	3.401773	1.414665	-2.745111	3.31485	-0.5992146							0	12967000000	46	0.346316502779997	-1.25731086730957	0.0832697922207302	0.454197883605957	0.152806386976076	P30904;A0A0F7RQL3;D3ZE63;F1LTZ6;D4A3P7	P30904;A0A0F7RQL3;D3ZE63	Macrophage migration inhibitory factor	Mif;LOC686548
4.954525	4.379551	3.956726	5.769075	5.271395	5.160912	5.199373	6.038713	4.623104	4.709291	4.938429	4.083687							0	63758000000	183	0.716539198322765	-0.652628898620605	0.156600624079638	0.176341533660889	0.123147250575909	A0A0G2JSG6;P29410	A0A0G2JSG6;P29410	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	Ak2
-1.439745	-1.117594	-0.1582203	0.3819885	-0.3258934	-0.2044029	-0.8137569	-0.9371681	-1.706202	-1.00168	-1.151318	-3.537786							0	1191700000	19	0.00959985402419393	-0.013087272644043	0.889682043216249	1.26585364341736	0.736265239975086	P29147;A0A0G2JSH2	P29147;A0A0G2JSH2	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Bdh1
-3.010227	-2.275585	-1.958393	-2.850262	-2.147034	-2.085287	-2.018604	-2.39082	-2.542261	-2.238842	-1.894455	-4.461946							0.00042882	347510000	3	0.677695768021964	-0.363180637359619	0.160509472343533	0.260759234428406	0.160471094725989	P18266;A0A0G2JSH4;A0A0G2KB98	P18266;A0A0G2JSH4;A0A0G2KB98	Glycogen synthase kinase-3 beta	Gsk3b
3.454426	2.906937	2.983795	3.180107	3.587284	3.960836	3.785879	3.831556	2.697615	3.114223	4.111055	2.381199							0	19799000000	95	2.41667033554034	-0.660072803497314	0.0489517619139895	0.055293083190918	0.0396207102117302	A0A0G2JSH9;P35704	A0A0G2JSH9;P35704	Peroxiredoxin-2	Prdx2
-3.37751	-4.540562	-2.728117	-2.48988	-4.20116	-2.55345	-3.604469	-3.153944	-4.244376	-4.574304	-2.593222	-3.521392							0	115710000	3	0.0577497973979895	0.0942386984825134	0.295995370513424	0.44930624961853	0.274785247667064	Q9EQ76;A0A0G2JSI0	Q9EQ76;A0A0G2JSI0	Dimethylaniline monooxygenase [N-oxide-forming] 3	Fmo3
4.733078	3.951248	4.385399	5.189589	4.781645	4.976353	5.23292	5.599508	4.668449	4.743811	5.01758	4.08717							0	57210000000	217	0.93867531007475	-0.582777976989746	0.0703159914003278	-0.0644240379333496	-0.0485324611308819	A0A0G2JSI1;Q9JLJ3	A0A0G2JSI1;Q9JLJ3	4-trimethylaminobutyraldehyde dehydrogenase	Aldh9a1
2.788271	2.802204	2.712063	2.648975	3.189667	3.005508	3.300858	3.293566	2.770407	2.938805	3.290895	2.490538							0	14897000000	119	2.98862052860967	-0.459521293640137	0.336628066783738	-0.134782791137695	-0.115097605325089	Q4KM73;A0A0G2JSJ2;A0A0G2JTN5	Q4KM73;A0A0G2JSJ2;A0A0G2JTN5	UMP-CMP kinase	Cmpk1
0.9347439	2.678591	2.540628	1.60009	2.735174	2.345343	2.676128	2.731325	0.9807167	2.150164	1.955513	2.427753							0	8307700000	50	0.805747652006944	-0.683479309082031	0.0401959996822261	0.0599765777587891	0.0395105153794871	P17164;A0A0G2JSJ8	P17164;A0A0G2JSJ8	Tissue alpha-L-fucosidase	Fuca1
3.019815	2.458113	2.704643	2.45191	2.971418	2.275911	1.53759	1.383272	2.385984	2.280066	2.265739	2.636692							0	11036000000	79	0.783313720111953	0.616572380065918	0.838565115663902	0.266499996185303	0.229912483245052	A0A0G2JSK5;P49134	A0A0G2JSK5;P49134	Integrin beta-1	Itgb1
-1.720808	-0.3950233	-0.06943703	-1.802595	-0.432682	-0.6652794	-0.2115402	-0.1316242	-0.8831558	0.4137344	-0.7475662	-0.1672535							0	1189900000	6	0.661731105895438	-0.636684417724609	0.567569528724511	-0.650905609130859	-0.423616309845957	O09171;A0A0G2JSK9	O09171;A0A0G2JSK9	Betaine--homocysteine S-methyltransferase 1	Bhmt
-0.04754639	-1.117006	-0.7566528	0.3384323	-0.9949093	-0.4929142	-0.726366	0.8188915	-1.93561	-1.374382	-0.3607121	-2.071562							0	1485800000	12	0.0309460928367446	-0.0468688011169434	1.05703433313099	1.03987312316895	0.688541497963166	P28073;A0A0G2JSL0	P28073;A0A0G2JSL0	Proteasome subunit beta type-6	Psmb6
-2.646421	-1.870667	-3.561399	-5.771822	-3.504635	-1.411963	-2.376833	-1.979164	-3.548818	-2.381241	-2.678185	-4.781545							0	222030000	4	0.560850848910744	-1.14442884922028	0.039921508102767	-0.115130424499512	-0.0575396620033032	A0A0G2JX69;A0A0G2JSL2	A0A0G2JX69;A0A0G2JSL2		
-5.857462	-3.285633	-3.508261	-2.756027	-4.445555	-1.964331	-3.077858	-3.154795	-4.488431	-1.513805	-4.611047	-5.156979							0.00042373	203020000	4	0.347584443344581	-0.691211104393005	0.0290544193364465	0.0907198190689087	0.0437916914331151	O88484;A0A0G2JSL7	O88484;A0A0G2JSL7	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial	Pdp2
2.883095	2.867325	0.9163933	2.477583	1.346581	2.186943	2.622011	2.799156	1.376574	2.441151	2.098331	2.318104							0	8186400000	35	0.0286628364029938	0.0474262237548828	0.168173514072779	0.227559089660645	0.149375466103583	A0A0G2JSL8;Q64640;A0A0G2K6X9	A0A0G2JSL8;Q64640;A0A0G2K6X9	Adenosine kinase	Adk
4.073017	4.367332	4.386482	4.02199	4.615992	4.651234	4.827917	4.899355	4.445648	4.693499	4.293131	3.947598							0	40838000000	231	2.41432482219575	-0.536418914794922	0.304839345017211	-0.132763385772705	-0.112219012978279	A0A0G2JSM7;D3ZZ99;Q05764;F8WFS9	A0A0G2JSM7;D3ZZ99		Add1
-3.248228	-3.593096	-4.828238	-2.588253	-1.868713	-2.137779	-4.557693	-2.364307	-3.53215	-3.619273	-4.398342	-4.286716							0	174340000	4	0.488881687006684	-0.832330524921417	0.321584937208375	0.394666612148285	0.259592013159337	A0A0G2JSP9;Q9R0W2;F1LPJ0	A0A0G2JSP9;Q9R0W2;F1LPJ0	Solute carrier family 22 member 2	Slc22a2
-2.865667	-4.86251	-0.290432	-1.67902	-1.31938	-1.479017	-1.835243	-2.33272	-4.813374	-0.4119034	-3.676206	-2.08891							0.0026667	483990000	5	0.285893348241752	-0.682817161083221	0.0859991887087228	0.323191285133362	0.136816987633013	Q9R1U7;A0A0G2JSQ3	Q9R1U7;A0A0G2JSQ3	Solute carrier family 22 member 8	Slc22a8
2.9231	-0.1512451	0.4518452	2.415642	0.8282948	1.529284	1.693604	2.92745	1.641844	-2.699692	2.278429	0.3898735							0	7358200000	33	0.147807185687215	-0.334822654724121	0.320015797087467	1.00722169876099	0.431655833944466	A0A0G2JSQ4	A0A0G2JSQ4		
1.766287	2.711639	2.885874	1.354692	2.363733	2.101215	1.781473	1.593914	2.262875	2.095173	1.258621	2.532869							0	8221200000	68	0.21572839919918	0.219539165496826	0.114852882650193	0.142238616943359	0.0974227941195557	A0A0G2JSR7;P43244	A0A0G2JSR7;P43244	Matrin-3	Matr3
3.60779	2.296188	2.527502	4.439665	2.780798	3.232754	3.256437	4.112192	2.33539	3.234276	3.577665	0.5157452							0	21310000000	90	0.0808823166970307	-0.127758979797363	0.419972733821833	0.802017211914063	0.434244029306588	Q9R063;A0A0G2JSS8	Q9R063;A0A0G2JSS8	Peroxiredoxin-5, mitochondrial	Prdx5
2.356251	1.687031	2.225836	2.354389	1.810467	2.754927	2.249603	2.237	2.421877	1.683508	2.294024	1.267368						+	0	7339200000	41	0.165182745602435	-0.107122421264648	0.324092588499735	0.239182472229004	0.182123772904627	Q63945;A0A0G2JSU3;D3ZC07;A0A0G2K5L9;D4A466	Q63945;A0A0G2JSU3;D3ZC07;A0A0G2K5L9	Protein SET	Set;Pkn3
-2.383646	-5.240704	-5.205664	-2.720724	-1.609165	-1.065369	-3.58756	-1.56102	-1.139656	-4.898823	-1.415289	-3.83383							0.00044131	385830000	7	1.04918206508001	-1.93190604448318	0.387868622150104	-1.06578493118286	-0.48400675929642	P60892;A0A0G2JSV3;M0RBK1	P60892;A0A0G2JSV3;M0RBK1	Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase	Prps1;Prps1l1
1.46866	2.12219	0.4076996	2.082909	1.674974	0.8276405	0.5447083	1.192768	1.299887	0.1116982	0.4587498	-0.2162781							0	4805000000	35	0.439110430045574	0.460341930389404	1.12142038555147	1.10685062408447	0.730123879852024	A0A0G2JSV5;P46953	A0A0G2JSV5;P46953	3-hydroxyanthranilate 3,4-dioxygenase	Haao
1.522202	0.07731628	0.1643333	1.063942	1.139164	1.651655	0.3727531	2.489628	3.526604	1.561979	1.686655	2.416887							0	6820100000	19	0.586378933858014	-0.706351757049561	1.49666701544145	-1.59108304977417	-1.01233584909954	A0A0G2JSV6	A0A0G2JSV6		
-1.238171	-0.8575821	-0.751936	-2.072063	-1.79624	0.01004219	-0.6035042	-0.6222744	-1.282948	0.7594624	-0.5069408	-1.622225							0	1030300000	15	0.443089385326428	-0.476943969726563	0.412470114766476	-0.566775321960449	-0.352583298849505	P18666;A0A0G2JSW0	P18666;A0A0G2JSW0	Myosin regulatory light chain 12B	Myl12b
-1.682646	-0.447504	-0.8683586	-0.9739399	-1.585775	-1.510626	-1.472174	-1.462624	-1.158527	0.6179447	-4.651722	-1.82408							0	823570000	7	1.03136382514508	0.514687538146973	0.280866767487124	0.760984063148499	0.358210118816943	Q80T22;A0A0G2JSX3	Q80T22;A0A0G2JSX3	Sodium-dependent glucose transporter 1	Naglt1
1.031492	0.8009357	-2.098673	-0.524786	0.02137566	-1.074451	0.006095886	-0.0794735	-2.156126	-0.2099876	-1.237854	-2.753344							0	1618100000	22	0.0378272177967809	0.0838556289672852	0.752096398042198	1.39157009124756	0.728675972079902	A0A0G2JSY2;P27321;F1LPH1;D3ZL24;D4A129;O55154	A0A0G2JSY2;P27321;F1LPH1;D3ZL24	Calpastatin	Cast
1.379221	-2.490654	-0.5902596	1.544907	-0.3615475	-1.257294	-1.314491	-0.7064476	-0.8754559	-0.9085083	-1.094822	-0.7099476							0	1727000000	16	0.390146119995196	0.870748519897461	0.394838683123419	0.857986927032471	0.439211103428716	A0A0G2JVK4;P42676;A0A0G2JSY3	A0A0G2JVK4;P42676;A0A0G2JSY3	Neurolysin, mitochondrial	Nln
3.028772	3.986176	4.321732	2.657248	4.020639	3.859592	3.839125	3.187233	3.222446	3.748476	3.037781	3.44165							0	21679000000	117	0.209522903422085	-0.228165626525879	0.120525296776107	0.13589334487915	0.0956502166949833	Q63081;A0A0G2JSZ5;D3ZK65	Q63081;A0A0G2JSZ5	Protein disulfide-isomerase A6	Pdia6
-1.589832	-1.964895	-1.353291	-2.285494	-1.812761	-1.328129	-1.068583	-1.44305	-1.876808	-1.32197	-0.9304008	-0.1241093							0	856460000	14	0.733627889778702	-0.385247230529785	0.879333455359727	-0.735055923461914	-0.516987227282992	P97834;A0A0G2JW80;A0A0G2JT06	P97834;A0A0G2JW80;A0A0G2JT06	COP9 signalosome complex subunit 1	Gps1
0.4338074	-3.50984	-2.778732	-0.5700912	-1.65826	-1.969297	-1.835588	-0.6775703	-1.521038	-5.280036	-1.323189	-2.942487							0	942320000	12	0.0250586336945065	-0.0710349082946777	0.391772207953289	1.16047328710556	0.504997399672926	A0A0G2JT30;Q5U2R0	A0A0G2JT30;Q5U2R0	Methionine adenosyltransferase 2 subunit beta	Mat2b
-1.587221	0.03285599	-0.4638691	-1.756208	-0.26688	-0.8126488	-0.6843758	-0.7917576	-0.9100437	-0.06242371	-0.7091274	-1.665485							0	1142900000	12	0.279513378247909	-0.304695129394531	0.0700238554618338	-0.10684061050415	-0.0691458901151317	A0A0G2JT51;P83006	A0A0G2JT51;P83006	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Pafah2
1.94474	0.2953968	1.762196	2.870434	-0.5073528	2.009119	2.129589	2.89138	0.6741982	1.230307	2.808207	-0.01022911							0	7347800000	40	0.0331079750985762	0.0875077247619629	0.280461925547799	0.542571067810059	0.300982696880561	A0A0G2JT64	A0A0G2JT64		
1.782408	0.8682041	0.7744827	0.7982254	0.05898476	-0.397995	0.6724758	0.8666325	0.1239948	0.02486801	-0.3952732	1.055315							0	3286500000	19	1.03420253991038	0.755805492401123	1.14545422594167	0.853603839874268	0.613831125020715	A0A0G2JT68;D3ZGS5	A0A0G2JT68;D3ZGS5		Uaca
-3.187029	-2.621943	-2.63566	-4.839105	-3.487944	-4.522279	-4.887342	-2.614236	-2.691597	-2.937443	-3.658902	-2.123953							0.00080548	124890000	1	0.321812658276966	0.557016551494598	0.32467624692768	-0.46796041727066	-0.290290630649134	A0A0G2JT88;Q4V884	A0A0G2JT88;Q4V884		Cdc16
-0.8685875	-1.407307	-1.146177	-0.4622078	-0.2453098	-0.1537495	-0.864006	0.07641029	-0.08043861	-0.05550766	-1.17065	-0.361639							0	1392300000	28	1.25349436678487	-0.674406051635742	0.841590940453186	-0.55401086807251	-0.416604412871385	Q9WU82;A0A0G2JT93	Q9WU82;A0A0G2JT93	Catenin beta-1	Ctnnb1
-3.35862	-4.364045	-4.330784	-3.021786	-3.035427	-2.221735	-2.762743	-2.92388	-3.74234	-3.001513	-2.709234	-3.174618							0	206540000	5	1.43545470856581	-1.03286230564117	0.74190043472573	-0.611882328987122	-0.435639908529218	D3ZHI9;A0A0G2JTA1	D3ZHI9;A0A0G2JTA1		Ppp2r5e
-2.966991	-1.392294	-2.121317	-2.996073	-2.644629	-2.609518	-2.71044	-2.016205	-2.46549	-2.698437	-4.989081	-1.906004							0.0011848	283950000	2	0.112278169916617	0.126028954982758	0.357179554017262	0.645584285259247	0.362749234324054	Q62728;A0A0G2JTB7	Q62728;A0A0G2JTB7	Tyrosine-protein phosphatase non-receptor type 21	Ptpn21
4.210155	2.47226	2.759422	3.831028	3.241457	3.135958	3.09766	3.182686	3.315754	1.680496	3.220253	2.693518							0	20111000000	101	0.139262759947079	0.153776168823242	0.477988778915754	0.590711116790771	0.378490578117827	A0A0G2JTG7;Q8VHV7;G3V9Q3;Q499R8	A0A0G2JTG7;Q8VHV7;G3V9Q3;Q499R8	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	Hnrnph1;Hnrph1
-3.501093	-2.150085	-2.137634	-2.492401	-2.283974	-2.45887	-2.236029	-2.178154	-2.610117	-2.813675	-5.385379	-2.484047							0	310330000	3	0.374089993422376	-0.281046748161316	0.44248497018693	0.753001093864441	0.427444018338678	D3ZI99;A0A0G2JTI7	D3ZI99;A0A0G2JTI7		Prpf3
3.847168	3.121618	2.980146	4.343851	2.780325	2.489912	2.557335	2.723351	2.615486	1.767111	3.493294	2.955944							0	20187000000	160	1.54264062408568	0.935465335845947	0.909179855507866	0.865237236022949	0.583534693401772	A0A0G2JTI8	A0A0G2JTI8		
6.692638	6.4561	6.727154	7.950148	7.2735	7.048134	7.159594	7.717276	6.803825	6.810377	6.378248	6.480957							0	250780000000	810	0.413254830090769	-0.34311580657959	0.423745214806957	0.338158130645752	0.24966146912479	P52873;A0A0G2JTL5	P52873;A0A0G2JTL5	Pyruvate carboxylase, mitochondrial	Pc
0.2908554	-0.4345703	-0.05497551	-0.6934872	-2.036783	-1.203457	-1.246254	-0.4116383	-1.00276	-0.2591228	0.0743885	-0.584013							0	1453400000	21	1.35007053394726	1.00148868560791	0.290909061593311	0.219832420349121	0.167132325992381	D4AB17;A0A0G2JTN4	D4AB17;A0A0G2JTN4		Pfas
2.827024	1.048222	2.075855	2.992105	2.005253	2.636005	2.464577	2.439964	0.2958088	1.618082	2.110928	0.596405							0	8774000000	53	0.121467910802838	-0.15064811706543	0.88822300048324	1.08049583435059	0.669114895583165	Q498N4;A0A0G2KAZ9;A0A0G2JTT2;O55012;A0A0G2K0B6;Q05140;F1LRK0	Q498N4;A0A0G2KAZ9;A0A0G2JTT2;O55012	Phosphatidylinositol-binding clathrin assembly protein	Picalm
